product_id,product_name,category,subcategory,cost_price
PROD169,Particular Jacket,Clothing,Jacket,4071.51
PROD170,Interview Sofa,Home,Sofa,2794.99
PROD171,Specific Sofa,Home,Sofa,3587.86
PROD172,Performance Shoes,Clothing,Shoes,694.68
PROD173,Difference Jeans,Clothing,Jeans,2520.71
PROD174,What Sofa,Home,Sofa,4916.76
PROD175,Although Shirt,Clothing,Shirt,2050.98
PROD176,Ok Comics,Books,Comics,4134.36
PROD177,Ever Laptop,Electronics,Laptop,3247.46
PROD178,Of Comics,Books,Comics,1788.12
PROD179,Wall Jeans,Clothing,Jeans,4562.49
PROD180,Notice Mobile,Electronics,Mobile,1590.21
PROD181,Marriage Shoes,Clothing,Shoes,1204.8
PROD182,Ready Chair,Home,Chair,3211.78
PROD183,Stage Table,Home,Table,3110.7
PROD184,Church Laptop,Electronics,Laptop,2945.17
PROD185,History Shoes,Clothing,Shoes,2861.73
PROD186,including mobile,Electronics,Mobile,3290.54
PROD187,Dog Fiction,Books,Fiction,3173.1
PROD188,Vote Sofa,Home,Sofa,4042.97
PROD189,Sport History,Books,History,3474.21
PROD190,Perform Jacket,Clothing,Jacket,2375.77
PROD191,Significant Table,Home,Table,3619.98
PROD192,Tough Lamp,Home,Lamp,1915.65
PROD193,Fill Headphones,Electronics,Headphones,700.36
PROD194,Center Science,Books,Science,347.97
PROD195,Majority Comics,Books,Comics,4340.01
PROD196,More Shoes,Clothing,Shoes,3633.53
PROD197,Mrs Jeans,Clothing,Jeans,2622.15
PROD198,Believe History,Books,History,541.24
PROD199,Industry Comics,Books,Comics,1154.21
PROD200,Himself Chair,Home,Chair,2524.98
PROD201,Morning History,Books,History,4251.14
PROD202,Action Science,Books,Science,3664.79
PROD203,  Recognize History  ,Books,History,2894.38
PROD204,Edge Shoes,Clothing,Shoes,460.31
PROD205,Thus History,Books,History,3153.88
PROD206,Sure Laptop,Electronics,Laptop,2030.13
PROD207,Positive Sofa,Home,Sofa,1075.38
PROD208,RETURN FICTION,Books,Fiction,3596.6
PROD209,Company Comics,Books,Comics,4476.35
PROD210,Sometimes Shoes,Clothing,Shoes,1660.8
PROD211,My History,Books,History,2585.84
PROD212,Challenge History,Books,History,181.52
PROD213,Like Chair,Home,Chair,2960.14
PROD214,Collection Camera,Electronics,Camera,3312.4
PROD215,Country Shirt,Clothing,Shirt,935.51
PROD216,Others Science,Books,Science,1286.76
PROD217,others laptop,Electronics,Laptop,2152.02
PROD218,Receive Science,Books,Science,3897.36
PROD219,Turn Fiction,Books,Fiction,2641.55
PROD220,Child Lamp,Home,Lamp,1637.39
PROD221,Simply Jacket,Clothing,Jacket,1777.4
PROD222,Sign Sofa,Home,Sofa,1042.09
PROD223,Member Shoes,Clothing,Shoes,1201.85
PROD224,Wrong Sofa,Home,Sofa,3482.18
PROD225,Her History,Books,History,2846.39
PROD226,Amount Sofa,Home,Sofa,3415.45
PROD227,Discuss Comics,Books,Comics,4777.58
PROD228,  Sort Shoes  ,Clothing,Shoes,1797.18
PROD229,Method History,Books,History,1148.54
PROD230,Each Sofa,Home,Sofa,3116.82
PROD231,At Jeans,Clothing,Jeans,4535.4
PROD232,Everything Jeans,Clothing,Jeans,2125.18
PROD233,Hope Fiction,Books,Fiction,773.59
PROD234,East Jacket,Clothing,Jacket,4415.17
PROD235,And Comics,Books,Comics,3803.96
PROD236,Relate Sofa,Home,Sofa,389.9
PROD237,Design Laptop,Electronics,Laptop,3643.28
PROD238,National Laptop,Electronics,Laptop,4204.26
PROD239,Whatever Camera,Electronics,Camera,1012.93
PROD240,  Strong Chair  ,Home,Chair,4649.43
PROD241,Herself Sofa,Home,Sofa,3242.43
PROD242,Important Science,Books,Science,2393.3
PROD243,Manager Shirt,Clothing,Shirt,3682.48
PROD244,whose table,Home,Table,3974.76
PROD245,Look Jeans,Clothing,Jeans,3229.76
PROD246,Upon Comics,Books,Comics,525.02
PROD247,Any Laptop,Electronics,Laptop,2439.53
PROD248,Among Shirt,Clothing,Shirt,1254.05
PROD249,Range Sofa,Home,Sofa,3642.12
PROD250,Game Headphones,Electronics,Headphones,3494.57
PROD251,Board Mobile,Electronics,Mobile,882.61
PROD252,Score Chair,Home,Chair,4709.11
PROD253,Near Table,Home,Table,754.49
PROD254,Property Jacket,Clothing,Jacket,3068.12
PROD255,Themselves Comics,Books,Comics,4029.78
PROD256,Eye Jeans,Clothing,Jeans,3019.49
PROD257,They Camera,Electronics,Camera,1872.75
PROD258,Site Mobile,Electronics,Mobile,4524.15
PROD259,Everyone Jeans,Clothing,Jeans,4286.98
PROD260,Particular Fiction,Books,Fiction,3612.9
PROD261,Off Fiction,Books,Fiction,2282.87
PROD262,Over Camera,Electronics,Camera,2135.58
PROD263,Contain Camera,Electronics,Camera,1610.03
PROD264,However Camera,Electronics,Camera,114.78
PROD265,ready shirt,Clothing,Shirt,3531.89
PROD266,Human Mobile,Electronics,Mobile,2413.15
PROD267,History Lamp,Home,Lamp,763.6
PROD268,People History,Books,History,1974.15
PROD269,Ready Comics,Books,Comics,4824.31
PROD270,Water Shoes,Clothing,Shoes,4964.95
PROD271,Thing Science,Books,Science,1191.18
PROD272,Bank Mobile,Electronics,Mobile,2368.72
PROD273,Nation Comics,Books,Comics,1312.81
PROD274,Enter Table,Home,Table,4693.31
PROD275,However Mobile,Electronics,Mobile,2154.28
PROD276,Whatever Laptop,Electronics,Laptop,594.39
PROD277,Dog Camera,Electronics,Camera,3546.1
PROD278,Name Laptop,Electronics,Laptop,2071.1
PROD279,Into Jeans,Clothing,Jeans,3902.71
PROD280,Head Shoes,Clothing,Shoes,4590.35
PROD281,Technology Sofa,Home,Sofa,4393.67
PROD282,Trip Jacket,Clothing,Jacket,398.69
PROD283,Hair Jacket,Clothing,Jacket,329.73
PROD284,Message Lamp,Home,Lamp,1661.8
PROD285,Structure Comics,Books,Comics,1944.65
PROD286,Meet Science,Books,Science,1573.61
PROD287,Very Jacket,Clothing,Jacket,2855.69
PROD288,Pm Science,Books,Science,1349.48
PROD289,According Chair,Home,Chair,4250.95
PROD290,More Laptop,Electronics,Laptop,1948.12
PROD291,Us Mobile,Electronics,Mobile,3832.31
PROD292,Chair Jacket,Clothing,Jacket,4544.46
PROD293,Less Chair,Home,Chair,1031.12
PROD294,Company Camera,Electronics,Camera,3508.57
PROD295,Drug Jacket,Clothing,Jacket,2805.19
PROD296,Ball Lamp,Home,Lamp,3278.73
PROD297,My Sofa,Home,Sofa,4425.78
PROD298,Question Fiction,Books,Fiction,3639.83
PROD299,Fast Table,Home,Table,2128.26
PROD300,dEVELOPMENT jEANS,Clothing,Jeans,1546.44
PROD301,Citizen Shoes,Clothing,Shoes,2891.97
PROD302,Culture Jacket,Clothing,Jacket,4722.98
PROD303,Coach Sofa,Home,Sofa,2494.24
PROD304,High Comics,Books,Comics,3995.38
PROD305,Play Jeans,Clothing,Jeans,2492.75
PROD306,Series Mobile,Electronics,Mobile,464.22
PROD307,Technology Mobile,Electronics,Mobile,4228.47
PROD308,By Shirt,Clothing,Shirt,144.79
PROD309,Recent History,Books,History,3224.87
PROD310,dRUG cOMICS,Books,Comics,158.07
PROD311,jOIN sOFA,Home,Sofa,4050.22
PROD312,Talk Shirt,Clothing,Shirt,2669.49
PROD313,Give Jeans,Clothing,Jeans,1336.85
PROD314,Service Sofa,Home,Sofa,487.19
PROD315,Build Comics,Books,Comics,4952.14
PROD316,Meet Shoes,Clothing,Shoes,4254.55
PROD317,Republican Mobile,Electronics,Mobile,1948.13
PROD318,Measure Fiction,Books,Fiction,3543.94
PROD319,Measure Camera,Electronics,Camera,3260.05
PROD320,Develop Chair,Home,Chair,4603.85
PROD321,Performance Jeans,Clothing,Jeans,3492.21
PROD322,  Color History  ,Books,History,3453.7
PROD323,Radio Chair,Home,Chair,4267.1
PROD324,These Laptop,Electronics,Laptop,3786.05
PROD325,Item Fiction,Books,Fiction,2863.4
PROD326,Age History,Books,History,3724.75
PROD327,Either Headphones,Electronics,Headphones,2241.73
PROD328,Animal Headphones,Electronics,Headphones,3107.94
PROD329,care history,Books,History,3939.39
PROD330,Painting Comics,Books,Comics,2809.88
PROD331,Person Comics,Books,Comics,2970.79
PROD332,College Fiction,Books,Fiction,1547.36
PROD333,Center Shirt,Clothing,Shirt,855.68
PROD334,Professional Jacket,Clothing,Jacket,622.1
PROD335,Music Headphones,Electronics,Headphones,3830.6
PROD336,Among Laptop,Electronics,Laptop,2211.8
PROD337,vote fiction,Books,Fiction,2815.68
PROD338,pAGE lAMP,Home,Lamp,2000.22
PROD339,Choice Laptop,Electronics,Laptop,930.96
PROD340,Arrive Science,Books,Science,1575.54
PROD341,Compare Science,Books,Science,2229.91
PROD342,Evening History,Books,History,476.91
PROD343,Win Table,Home,Table,2529.43
PROD344,Couple Jacket,Clothing,Jacket,1592.82
PROD345,Nation History,Books,History,1961.46
PROD346,Into Lamp,Home,Lamp,4095.83
PROD347,Place Shoes,Clothing,Shoes,4741.67
PROD348,Organization Jacket,Clothing,Jacket,4826.42
PROD349,Public Sofa,Home,Sofa,3201.22
PROD350,After Shoes,Clothing,Shoes,4100.82
PROD351,Unit History,Books,History,2862.87
PROD352,Serve Shirt,Clothing,Shirt,2361.95
PROD353,Should Jacket,Clothing,Jacket,4173.28
PROD354,Recently Camera,Electronics,Camera,781.98
PROD355,Term Table,Home,Table,855.3
PROD356,Federal Comics,Books,Comics,4954.43
PROD357,Your Comics,Books,Comics,4625.13
PROD358,Bed Fiction,Books,Fiction,1861.69
PROD359,Direction Mobile,Electronics,Mobile,3322.25
PROD360,List Table,Home,Table,317.05
PROD361,Policy History,Books,History,2209.23
PROD362,Market Mobile,Electronics,Mobile,2602.31
PROD363,Trip Jacket,Clothing,Jacket,2369.01
PROD364,Meet Shoes,Clothing,Shoes,2465.58
PROD365,Conference Lamp,Home,Lamp,520.69
PROD366,Discuss Shoes,Clothing,Shoes,2331.13
PROD367,Then Jacket,Clothing,Jacket,578.35
PROD368,Item History,Books,History,318.95
PROD369,Plant Mobile,Electronics,Mobile,3275.05
PROD370,Character Jeans,Clothing,Jeans,2804.36
PROD371,Study Lamp,Home,Lamp,1236.09
PROD372,Pass Science,Books,Science,3320.81
PROD373,Tend Fiction,Books,Fiction,4427.18
PROD374,Speak Comics,Books,Comics,3553.2
PROD375,Court Shoes,Clothing,Shoes,4062.78
PROD376,Price Mobile,Electronics,Mobile,2730.76
PROD377,Receive Sofa,Home,Sofa,658.38
PROD378,Much History,Books,History,3095.41
PROD379,Everything Headphones,Electronics,Headphones,2343.52
PROD380,Computer Shoes,Clothing,Shoes,2991.82
PROD381,Shake Shoes,Clothing,Shoes,1596.36
PROD382,Rich Shoes,Clothing,Shoes,2603.04
PROD383,Guess Science,Books,Science,2172.89
PROD384,Win Science,Books,Science,2499.25
PROD385,Long Jeans,Clothing,Jeans,2309.9
PROD386,Pick Headphones,Electronics,Headphones,2474.58
PROD387,Performance Jacket,Clothing,Jacket,2576.65
PROD388,Authority Comics,Books,Comics,2136.59
PROD389,Drug Comics,Books,Comics,2870.45
PROD390,HUMAN SHOES,Clothing,Shoes,2734.28
PROD391,Image Jacket,Clothing,Jacket,3885.48
PROD392,Cause Fiction,Books,Fiction,1412.66
PROD393,Boy Chair,Home,Chair,2262.7
PROD394,Admit Jacket,Clothing,Jacket,4167.35
PROD395,Degree Shoes,Clothing,Shoes,257.93
PROD396,Necessary Sofa,Home,Sofa,526.22
PROD397,Trade Laptop,Electronics,Laptop,3714.3
PROD398,Where Lamp,Home,Lamp,782.25
PROD399,Mother Jeans,Clothing,Jeans,2893.36
PROD400,Return Table,Home,Table,3549.86
PROD401,Kind Sofa,Home,Sofa,2620.63
PROD402,The Laptop,Electronics,Laptop,3949.89
PROD403,Citizen Headphones,Electronics,Headphones,721.75
PROD404,Police Jeans,Clothing,Jeans,1678.27
PROD405,Big Jacket,Clothing,Jacket,2929.39
PROD406,Cost Lamp,Home,Lamp,470.03
PROD407,Maybe Camera,Electronics,Camera,1463.31
PROD408,Week Lamp,Home,Lamp,1703.72
PROD409,Possible Mobile,Electronics,Mobile,2346.4
PROD410,Plan Chair,Home,Chair,2048.81
PROD411,American Science,Books,Science,1682.04
PROD412,Understand Sofa,Home,Sofa,739.91
PROD413,Step History,Books,History,3835.04
PROD414,Night Mobile,Electronics,Mobile,4199.84
PROD415,Most Mobile,Electronics,Mobile,874.12
PROD416,Soldier Fiction,Books,Fiction,2196.22
PROD417,Buy Shoes,Clothing,Shoes,4670.36
PROD418,Better Chair,Home,Chair,1326.91
PROD419,Meet Table,Home,Table,3165.46
PROD420,Receive Jacket,Clothing,Jacket,3548.12
PROD421,Case Laptop,Electronics,Laptop,750.23
PROD422,week jacket,Clothing,Jacket,4103.83
PROD423,Player Science,Books,Science,1221.84
PROD424,Notice Mobile,Electronics,Mobile,1901.05
PROD425,Their Table,Home,Table,4085.5
PROD426,Ability Jeans,Clothing,Jeans,2860.13
PROD427,Watch Jacket,Clothing,Jacket,1143.97
PROD428,Writer Jacket,Clothing,Jacket,2267.68
PROD429,Stage Shirt,Clothing,Shirt,786.06
PROD430,Resource Camera,Electronics,Camera,2204.0
PROD431,Range Jeans,Clothing,Jeans,512.82
PROD432,Lawyer Chair,Home,Chair,3326.19
PROD433,Nearly Table,Home,Table,2596.66
PROD434,Kitchen History,Books,History,3940.63
PROD435,Hospital Jacket,Clothing,Jacket,1281.3
PROD436,Two Mobile,Electronics,Mobile,4676.23
PROD437,Animal Jacket,Clothing,Jacket,2885.06
PROD438,Save Table,Home,Table,4776.82
PROD439,Next Mobile,Electronics,Mobile,167.59
PROD440,Laugh Shirt,Clothing,Shirt,4748.53
PROD441,Drop History,Books,History,2555.14
PROD442,Writer Comics,Books,Comics,503.9
PROD443,Suffer Shoes,Clothing,Shoes,487.21
PROD444,Meet Jeans,Clothing,Jeans,2014.58
PROD445,Strategy Headphones,Electronics,Headphones,3676.8
PROD446,Specific Shirt,Clothing,Shirt,4630.68
PROD447,I Camera,Electronics,Camera,369.64
PROD448,HARD SHIRT,Clothing,Shirt,3537.35
PROD449,Perform Jacket,Clothing,Jacket,2662.73
PROD450,Summer Table,Home,Table,3773.9
PROD451,Site Chair,Home,Chair,243.85
PROD452,Whatever History,Books,History,1388.45
PROD453,Sort Camera,Electronics,Camera,1864.61
PROD454,Third Science,Books,Science,1350.07
PROD455,Same Mobile,Electronics,Mobile,2593.24
PROD456,Parent Mobile,Electronics,Mobile,2411.65
PROD457,Billion Science,Books,Science,4805.68
PROD458,Large Camera,Electronics,Camera,1316.49
PROD459,Center Sofa,Home,Sofa,2900.53
PROD460,Environmental Mobile,Electronics,Mobile,4041.26
PROD461,Me Camera,Electronics,Camera,2378.96
PROD462,Space Sofa,Home,Sofa,2810.15
PROD463,Early Headphones,Electronics,Headphones,2862.65
PROD464,Where Table,Home,Table,2999.29
PROD465,Town Science,Books,Science,2778.14
PROD466,bECAUSE jEANS,Clothing,Jeans,217.16
PROD467,Federal Chair,Home,Chair,107.16
PROD468,Piece History,Books,History,2696.09
PROD469,Under Jacket,Clothing,Jacket,393.49
PROD470,Of Shoes,Clothing,Shoes,4614.24
PROD471,Issue History,Books,History,3764.71
PROD472,Even Laptop,Electronics,Laptop,2032.32
PROD473,Current Camera,Electronics,Camera,740.47
PROD474,Accept Sofa,Home,Sofa,4637.61
PROD475,Security History,Books,History,1432.58
PROD476,Six Laptop,Electronics,Laptop,3873.72
PROD477,Strategy Laptop,Electronics,Laptop,2302.88
PROD478,Account Lamp,Home,Lamp,1855.61
PROD479,Participant Jacket,Clothing,Jacket,1398.54
PROD480,Necessary Mobile,Electronics,Mobile,3461.67
PROD481,Buy Laptop,Electronics,Laptop,1706.19
PROD482,Nature Laptop,Electronics,Laptop,2041.6
PROD483,Account Headphones,Electronics,Headphones,4954.32
PROD484,How Camera,Electronics,Camera,2824.17
PROD485,Real Shirt,Clothing,Shirt,4039.09
PROD486,DESCRIBE SHIRT,Clothing,Shirt,740.5
PROD487,Rise History,Books,History,4694.12
PROD488,Summer Headphones,Electronics,Headphones,467.44
PROD489,Four Laptop,Electronics,Laptop,2272.81
PROD490,Issue Shirt,Clothing,Shirt,4163.85
PROD491,hIGH cHAIR,Home,Chair,348.12
PROD492,Both Comics,Books,Comics,1975.37
PROD493,Clear Science,Books,Science,4550.69
PROD494,Last Sofa,Home,Sofa,828.29
PROD495,Reach Shoes,Clothing,Shoes,4425.62
PROD496,Pay Fiction,Books,Fiction,1976.77
PROD497,Environment Science,Books,Science,4006.27
PROD498,Every Shirt,Clothing,Shirt,3931.39
PROD499,Top Lamp,Home,Lamp,2474.93
PROD500,North Lamp,Home,Lamp,227.71
