item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM108,ORD290,PROD412,2,3508.7,25.33
ITEM109,ORD240,PROD339,1,4621.21,27.64
ITEM110,ORD219,PROD355,3,3925.58,27.73
ITEM111,ORD032,PROD196,4,394.29,95.56
ITEM112,ORD136,PROD092,4,4899.17,20.07
ITEM113,ORD202,PROD092,4,2749.1,43.13
ITEM114,ORD315,PROD330,1,3605.46,10.33
ITEM115,ORD038,PROD037,5,3908.46,1.88
ITEM116,ORD255,PROD077,1,3356.57,26.64
ITEM117,ORD359,PROD169,4,2625.38,93.99
ITEM118,ORD252,PROD245,4,3666.06,81.23
ITEM119,ORD036,PROD277,-2,4775.36,81.8
ITEM120,ORD247,PROD063,5,4958.85,33.34
ITEM121,ORD156,PROD206,1,4798.24,9.07
ITEM122,ORD274,PROD437,3,2352.23,76.65
ITEM123,ORD332,PROD104,2,4840.81,66.07
ITEM124,ORD154,PROD357,4,3190.02,35.93
ITEM125,ORD044,PROD454,4,785.72,19.31
ITEM126,ORD369,PROD304,2,408.66,54.06
ITEM127,ORD158,PROD256,5,4077.71,96.66
ITEM128,ORD009,PROD019,3,3960.11,4.28
ITEM129,ORD061,PROD109,5,3422.58,87.43
ITEM130,ORD077,PROD380,5,452.96,73.55
ITEM131,ORD251,PROD335,1,4598.29,4.58
ITEM132,ORD360,PROD333,-2,3200.04,90.47
ITEM133,ORD421,PROD407,1,936.38,59.1
ITEM134,ORD419,PROD419,1,3015.39,61.56
ITEM135,ORD033,PROD412,2,4076.45,98.22
ITEM136,ORD348,PROD206,3,3452.03,54.59
ITEM137,ORD165,PROD429,2,3006.12,33.55
ITEM138,ORD062,PROD141,2,923.45,36.99
ITEM139,ORD085,PROD225,2,299.42,10.0
ITEM140,ORD434,PROD324,5,872.99,87.96
ITEM141,ORD042,PROD004,1,536.79,65.18
ITEM142,ORD455,PROD146,4,3981.98,47.6
ITEM143,ORD065,PROD106,2,2663.13,41.2
ITEM144,ORD481,PROD090,5,3021.73,71.72
ITEM145,ORD314,PROD487,1,3934.66,34.79
ITEM146,ORD003,PROD286,2,4934.36,97.68
ITEM147,ORD317,PROD186,5,2374.66,62.65
ITEM148,ORD107,PROD142,1,4003.4,68.52
ITEM149,ORD496,PROD467,4,882.82,92.27
ITEM150,ORD028,PROD331,3,2229.89,33.43
ITEM151,ORD413,PROD456,4,3728.04,92.49
ITEM152,ORD091,PROD081,1,668.72,89.51
ITEM153,ORD370,PROD228,5,2153.42,74.71
ITEM154,ORD460,PROD167,2,1698.05,9.81
ITEM155,ORD378,PROD212,2,1181.25,47.1
ITEM156,ORD249,PROD028,4,4646.65,45.5
ITEM157,ORD199,PROD192,2,1051.36,35.86
ITEM158,ORD139,PROD104,3,3491.83,5.97
ITEM159,ORD070,PROD057,4,938.89,34.36
ITEM160,ORD454,PROD152,5,3993.37,95.28
ITEM161,ORD464,PROD088,5,4289.52,8.65
ITEM162,ORD439,PROD268,4,1160.57,47.35
ITEM163,ORD237,PROD143,1,3707.28,24.67
ITEM164,ORD168,PROD223,5,4644.65,94.63
ITEM165,ORD468,PROD294,1,316.7,99.13
ITEM166,ORD376,PROD394,5,2702.5,47.93
ITEM167,ORD409,PROD357,1,1278.51,55.85
ITEM168,ORD007,PROD355,4,750.29,29.58
ITEM169,ORD332,PROD047,1,1593.7,70.33
ITEM170,ORD440,PROD293,-5,2328.72,77.18
ITEM171,ORD448,PROD361,4,4370.6,62.68
ITEM172,ORD361,PROD325,1,446.42,89.34
ITEM173,ORD171,PROD272,1,3789.15,69.81
ITEM174,ORD314,PROD278,5,3959.69,8.1
ITEM175,ORD451,PROD172,1,4559.02,36.4
ITEM176,ORD027,PROD057,4,3133.75,36.56
ITEM177,ORD090,PROD332,5,2847.72,77.36
ITEM178,ORD071,PROD172,2,3280.29,73.74
ITEM179,ORD386,PROD298,2,3828.34,32.05
ITEM180,ORD460,PROD137,5,1458.01,6.34
ITEM181,ORD177,PROD232,4,4164.84,47.02
ITEM182,ORD273,PROD348,5,2314.69,36.81
ITEM183,ORD345,PROD485,1,4431.5,8.73
ITEM184,ORD201,PROD460,2,4787.47,10.94
ITEM185,ORD142,PROD058,2,4387.47,52.07
ITEM186,ORD322,PROD012,3,3443.78,93.17
ITEM187,ORD243,PROD178,4,3258.95,29.15
ITEM188,ORD033,PROD012,2,2646.14,33.59
ITEM189,ORD297,PROD176,3,3362.69,53.02
ITEM190,ORD281,PROD228,4,746.58,78.93
ITEM191,ORD088,PROD405,3,1922.32,28.81
ITEM192,ORD433,PROD025,2,2334.04,16.64
ITEM193,ORD474,PROD083,5,4868.71,83.93
ITEM194,ORD355,PROD464,2,672.89,99.38
ITEM195,ORD295,PROD065,4,1004.03,56.25
ITEM196,ORD018,PROD341,3,824.93,44.84
ITEM197,ORD500,PROD084,5,4610.13,40.46
ITEM198,ORD256,PROD394,2,4646.28,15.61
ITEM199,ORD497,PROD379,5,1723.28,70.55
ITEM200,ORD243,PROD459,3,3795.39,99.41
ITEM201,ORD342,PROD076,5,4619.23,33.87
ITEM202,ORD058,PROD375,4,783.17,55.1
ITEM203,ORD158,PROD013,4,1179.79,35.74
ITEM204,ORD168,PROD029,5,2958.81,22.21
ITEM205,ORD480,PROD393,3,509.59,84.95
ITEM206,ORD347,PROD344,1,2032.68,49.05
ITEM207,ORD309,PROD310,5,4551.39,36.11
ITEM208,ORD076,PROD367,4,1926.87,28.47
ITEM209,ORD180,PROD158,4,529.23,72.79
ITEM210,ORD228,PROD380,4,1514.31,80.57
ITEM211,ORD497,PROD460,4,2129.55,83.55
ITEM212,ORD307,PROD045,2,2425.6,86.75
ITEM213,ORD172,PROD034,5,533.4,40.95
ITEM214,ORD469,PROD140,4,2364.39,56.79
ITEM215,ORD469,PROD071,2,1970.67,55.39
ITEM216,ORD022,PROD422,3,1589.18,55.93
ITEM217,ORD238,PROD115,1,854.72,30.02
ITEM218,ORD328,PROD428,4,3362.98,28.77
ITEM219,ORD092,PROD252,-2,3847.12,49.31
ITEM220,ORD497,PROD035,5,2947.22,56.56
ITEM221,ORD445,PROD133,4,4109.58,37.32
ITEM222,ORD376,PROD295,1,897.95,5.85
ITEM223,ORD164,PROD237,2,359.15,36.12
ITEM224,ORD326,PROD467,3,1529.15,63.89
ITEM225,ORD040,PROD264,2,997.91,9.45
ITEM226,ORD386,PROD086,5,1649.43,84.5
ITEM227,ORD410,PROD155,3,3472.9,9.58
ITEM228,ORD297,PROD181,-2,2639.04,37.3
ITEM229,ORD249,PROD211,3,898.84,21.79
ITEM230,ORD258,PROD114,2,2837.41,68.97
ITEM231,ORD488,PROD270,5,3541.1,80.26
ITEM232,ORD214,PROD236,1,743.04,1.74
ITEM233,ORD179,PROD160,3,2265.5,98.76
ITEM234,ORD268,PROD391,3,1592.95,74.45
ITEM235,ORD061,PROD114,2,797.56,22.66
ITEM236,ORD065,PROD108,2,2181.54,76.3
ITEM237,ORD058,PROD040,1,3810.94,4.25
ITEM238,ORD056,PROD017,5,2398.5,90.85
ITEM239,ORD023,PROD034,3,3797.3,78.24
ITEM240,ORD472,PROD309,2,1080.12,67.06
ITEM241,ORD015,PROD047,2,4715.04,94.88
ITEM242,ORD179,PROD181,2,3925.93,61.3
ITEM243,ORD259,PROD292,1,2932.86,1.4
ITEM244,ORD112,PROD367,2,941.69,75.4
ITEM245,ORD003,PROD499,1,4610.34,85.13
ITEM246,ORD244,PROD188,5,3400.28,10.73
ITEM247,ORD428,PROD182,4,2619.83,40.76
ITEM248,ORD390,PROD161,1,2646.67,49.58
ITEM249,ORD185,PROD361,3,298.98,32.81
ITEM250,ORD060,PROD198,3,3707.25,68.7
ITEM251,ORD431,PROD228,2,1523.89,85.54
ITEM252,ORD097,PROD439,1,4031.94,93.91
ITEM253,ORD189,PROD092,1,2509.08,10.52
ITEM254,ORD225,PROD268,1,2034.58,69.5
ITEM255,ORD053,PROD380,2,4878.52,33.86
ITEM256,ORD305,PROD433,4,4206.73,72.52
ITEM257,ORD143,PROD392,5,3805.88,80.1
ITEM258,ORD483,PROD205,3,3055.51,40.44
ITEM259,ORD249,PROD262,3,2327.71,12.22
ITEM260,ORD251,PROD255,2,759.58,9.96
ITEM261,ORD028,PROD426,1,231.07,17.91
ITEM262,ORD310,PROD348,3,3147.64,9.63
ITEM263,ORD040,PROD339,5,3984.38,20.19
ITEM264,ORD339,PROD255,4,2757.95,80.95
ITEM265,ORD277,PROD280,1,254.83,43.04
ITEM266,ORD469,PROD061,4,4279.08,44.26
ITEM267,ORD019,PROD017,2,4315.77,30.3
ITEM268,ORD362,PROD085,4,1631.05,38.91
ITEM269,ORD392,PROD057,5,3334.39,68.54
ITEM270,ORD293,PROD241,4,865.92,5.57
ITEM271,ORD135,PROD254,5,3123.0,35.28
ITEM272,ORD146,PROD165,-1,321.08,83.69
ITEM273,ORD179,PROD415,-5,4467.58,34.13
ITEM274,ORD050,PROD220,3,2118.46,5.64
ITEM275,ORD126,PROD127,2,3003.41,91.04
ITEM276,ORD034,PROD445,3,931.92,53.84
ITEM277,ORD020,PROD236,4,4516.91,26.66
ITEM278,ORD357,PROD241,-5,1650.92,57.04
ITEM279,ORD166,PROD294,1,590.28,67.51
ITEM280,ORD173,PROD255,5,3370.2,16.66
ITEM281,ORD154,PROD187,4,3213.68,97.41
ITEM282,ORD039,PROD431,5,1399.26,29.73
ITEM283,ORD294,PROD206,2,4793.91,71.77
ITEM284,ORD297,PROD049,5,429.62,80.12
ITEM285,ORD244,PROD219,2,475.64,82.37
ITEM286,ORD259,PROD412,3,2745.74,20.01
ITEM287,ORD206,PROD129,5,3390.65,54.76
ITEM288,ORD452,PROD010,5,2926.53,21.3
ITEM289,ORD493,PROD422,4,3225.84,80.89
ITEM290,ORD437,PROD394,4,3660.41,5.99
ITEM291,ORD103,PROD187,4,837.32,68.53
ITEM292,ORD154,PROD433,4,4314.91,91.11
ITEM293,ORD325,PROD105,4,1506.52,16.06
ITEM294,ORD352,PROD308,2,656.44,19.19
ITEM295,ORD126,PROD409,3,2843.14,43.61
ITEM296,ORD332,PROD464,1,1436.29,2.91
ITEM297,ORD405,PROD412,3,962.33,85.25
ITEM298,ORD494,PROD370,4,371.1,89.65
ITEM299,ORD161,PROD309,3,4512.82,40.7
ITEM300,ORD187,PROD344,1,4215.07,84.28
ITEM301,ORD121,PROD058,5,4671.38,52.2
ITEM302,ORD425,PROD298,5,4434.37,23.81
ITEM303,ORD063,PROD396,3,2963.2,39.0
ITEM304,ORD384,PROD381,2,1168.24,10.68
ITEM305,ORD110,PROD497,3,1346.1,58.95
ITEM306,ORD252,PROD274,3,653.51,54.57
ITEM307,ORD244,PROD350,2,4409.22,93.7
ITEM308,ORD186,PROD244,3,203.26,96.68
ITEM309,ORD311,PROD018,1,3965.13,23.97
ITEM310,ORD283,PROD197,3,3533.02,90.32
ITEM311,ORD351,PROD063,5,4302.47,38.85
ITEM312,ORD466,PROD492,4,4597.84,30.09
ITEM313,ORD480,PROD422,2,4311.14,16.02
ITEM314,ORD225,PROD324,3,3857.03,40.63
ITEM315,ORD018,PROD141,1,4708.43,47.11
ITEM316,ORD212,PROD475,3,4396.13,82.02
ITEM317,ORD423,PROD083,3,1824.1,60.21
ITEM318,ORD417,PROD281,3,234.02,5.21
ITEM319,ORD329,PROD095,4,766.85,40.07
ITEM320,ORD322,PROD157,3,643.06,24.96
ITEM321,ORD366,PROD497,2,3460.19,79.26
ITEM322,ORD164,PROD232,4,754.2,17.35
ITEM323,ORD304,PROD424,3,1073.45,41.45
ITEM324,ORD094,PROD202,4,4433.27,22.45
ITEM325,ORD486,PROD012,5,3170.47,90.68
ITEM326,ORD499,PROD237,2,4273.97,4.98
ITEM327,ORD317,PROD220,5,536.4,36.79
ITEM328,ORD485,PROD291,-1,2676.6,77.34
ITEM329,ORD476,PROD233,4,3596.46,19.05
ITEM330,ORD442,PROD417,3,2521.42,13.02
ITEM331,ORD439,PROD106,5,4138.04,72.67
ITEM332,ORD097,PROD215,2,815.12,29.02
ITEM333,ORD135,PROD121,5,1316.76,58.29
ITEM334,ORD332,PROD235,-1,752.7,32.32
ITEM335,ORD355,PROD204,2,3571.42,73.61
ITEM336,ORD132,PROD038,1,355.35,93.11
ITEM337,ORD242,PROD466,3,4702.68,96.72
ITEM338,ORD307,PROD364,-1,2572.26,38.09
ITEM339,ORD203,PROD344,3,4471.91,4.11
ITEM340,ORD092,PROD134,2,4658.6,87.79
ITEM341,ORD068,PROD046,3,2221.36,26.04
ITEM342,ORD161,PROD023,2,4869.52,28.1
ITEM343,ORD185,PROD475,4,4396.99,61.29
ITEM344,ORD390,PROD475,3,2235.3,16.5
ITEM345,ORD378,PROD252,2,4621.98,63.67
ITEM346,ORD226,PROD028,2,1226.32,3.59
ITEM347,ORD134,PROD084,4,4976.49,92.72
ITEM348,ORD021,PROD227,3,2848.19,45.78
ITEM349,ORD058,PROD434,2,558.53,86.82
ITEM350,ORD093,PROD428,2,4130.6,56.32
ITEM351,ORD340,PROD300,2,4860.97,52.6
ITEM352,ORD293,PROD093,4,1306.17,49.81
ITEM353,ORD049,PROD455,-3,3438.43,68.06
ITEM354,ORD202,PROD192,5,619.74,32.35
ITEM355,ORD015,PROD042,4,3331.74,45.41
ITEM356,ORD490,PROD138,5,1714.19,4.38
ITEM357,ORD319,PROD487,4,3684.57,73.43
ITEM358,ORD491,PROD409,5,4330.07,80.16
ITEM359,ORD145,PROD166,1,2781.07,60.23
ITEM360,ORD048,PROD205,3,4828.74,86.55
ITEM361,ORD046,PROD011,2,3919.51,28.49
ITEM362,ORD386,PROD489,2,2505.14,43.24
ITEM363,ORD413,PROD472,3,3057.22,35.9
ITEM364,ORD050,PROD427,3,2499.15,88.54
ITEM365,ORD244,PROD138,5,542.09,42.25
ITEM366,ORD189,PROD315,2,2187.48,4.04
ITEM367,ORD175,PROD499,4,3273.29,71.36
ITEM368,ORD477,PROD254,5,2670.92,29.07
ITEM369,ORD224,PROD041,4,4922.51,68.43
ITEM370,ORD154,PROD431,2,1547.86,4.77
ITEM371,ORD040,PROD470,1,2602.19,41.3
ITEM372,ORD238,PROD339,5,1841.74,58.56
ITEM373,ORD394,PROD258,1,3341.73,17.96
ITEM374,ORD094,PROD432,4,2139.63,70.44
ITEM375,ORD161,PROD301,4,2304.74,80.78
ITEM376,ORD175,PROD495,2,483.28,98.22
ITEM377,ORD133,PROD447,1,187.78,39.49
ITEM378,ORD007,PROD088,4,2084.95,65.77
ITEM379,ORD382,PROD309,4,4084.35,61.67
ITEM380,ORD354,PROD345,4,529.41,13.51
ITEM381,ORD098,PROD058,1,1022.28,2.68
ITEM382,ORD247,PROD333,2,2235.36,62.61
ITEM383,ORD405,PROD276,2,3871.63,14.82
ITEM384,ORD217,PROD012,1,846.87,70.26
ITEM385,ORD494,PROD249,-4,2302.63,24.26
ITEM386,ORD151,PROD292,4,138.58,63.04
ITEM387,ORD366,PROD222,4,3711.68,59.58
ITEM388,ORD284,PROD149,1,2481.89,59.1
ITEM389,ORD314,PROD479,4,397.45,1.9
ITEM390,ORD296,PROD162,5,4475.1,41.71
ITEM391,ORD243,PROD060,4,3266.28,44.83
ITEM392,ORD224,PROD011,2,1041.79,34.38
ITEM393,ORD119,PROD260,2,3456.37,92.17
ITEM394,ORD437,PROD432,4,1537.63,71.14
ITEM395,ORD492,PROD214,3,4018.8,84.45
ITEM396,ORD319,PROD107,3,522.34,48.29
ITEM397,ORD089,PROD103,2,594.43,41.6
ITEM398,ORD253,PROD156,2,330.54,1.81
ITEM399,ORD452,PROD134,3,956.1,85.95
ITEM400,ORD258,PROD017,1,658.45,22.67
ITEM401,ORD288,PROD115,4,1767.59,35.52
ITEM402,ORD024,PROD395,5,840.77,69.01
ITEM403,ORD264,PROD310,1,4640.5,43.78
ITEM404,ORD235,PROD493,1,3930.1,60.97
ITEM405,ORD440,PROD486,1,305.65,10.54
ITEM406,ORD323,PROD061,2,869.46,29.21
ITEM407,ORD227,PROD391,5,4365.41,15.43
ITEM408,ORD187,PROD172,2,1089.26,96.96
ITEM409,ORD394,PROD394,1,4064.81,34.13
ITEM410,ORD259,PROD088,1,3604.48,41.5
ITEM411,ORD323,PROD341,2,3792.19,42.17
ITEM412,ORD117,PROD071,4,2105.62,45.88
ITEM413,ORD437,PROD265,3,2268.64,77.02
ITEM414,ORD368,PROD413,5,515.41,31.48
ITEM415,ORD396,PROD085,4,3820.04,66.02
ITEM416,ORD329,PROD078,5,3194.88,71.34
ITEM417,ORD339,PROD449,5,2154.6,88.58
ITEM418,ORD359,PROD284,3,1637.11,34.42
ITEM419,ORD424,PROD144,5,819.62,40.39
ITEM420,ORD330,PROD106,5,3129.12,44.21
ITEM421,ORD177,PROD455,4,4416.78,8.43
ITEM422,ORD276,PROD172,4,3726.26,12.6
ITEM423,ORD277,PROD146,2,2803.75,52.13
ITEM424,ORD388,PROD326,-2,4462.56,53.99
ITEM425,ORD133,PROD124,3,4936.08,11.04
ITEM426,ORD031,PROD431,3,2586.75,12.38
ITEM427,ORD388,PROD334,1,2904.93,0.52
ITEM428,ORD174,PROD121,5,4482.26,62.77
ITEM429,ORD274,PROD433,5,1566.09,66.69
ITEM430,ORD418,PROD367,5,3600.32,51.97
ITEM431,ORD127,PROD054,3,1043.52,77.85
ITEM432,ORD233,PROD051,2,4159.34,8.19
ITEM433,ORD032,PROD218,2,2286.2,36.93
ITEM434,ORD270,PROD207,5,3916.24,87.2
ITEM435,ORD300,PROD256,4,3476.19,94.78
ITEM436,ORD375,PROD499,4,807.3,12.71
ITEM437,ORD365,PROD235,2,2614.61,52.91
ITEM438,ORD356,PROD109,4,3757.83,94.41
ITEM439,ORD190,PROD472,1,2102.24,12.09
ITEM440,ORD293,PROD149,1,676.94,30.49
ITEM441,ORD192,PROD156,3,3976.9,14.21
ITEM442,ORD302,PROD216,1,1595.3,28.35
ITEM443,ORD094,PROD420,-4,2782.93,6.76
ITEM444,ORD023,PROD214,4,2872.24,90.03
ITEM445,ORD401,PROD194,4,4185.05,13.28
ITEM446,ORD071,PROD259,4,3369.38,14.9
ITEM447,ORD373,PROD167,1,3356.06,40.96
ITEM448,ORD120,PROD461,4,324.52,67.04
ITEM449,ORD227,PROD377,3,4343.17,70.72
ITEM450,ORD293,PROD323,3,706.53,55.94
ITEM451,ORD099,PROD490,5,3812.31,95.73
ITEM452,ORD268,PROD097,4,191.45,65.83
ITEM453,ORD273,PROD093,1,1108.44,82.97
ITEM454,ORD430,PROD455,5,4053.91,60.69
ITEM455,ORD206,PROD302,1,4675.86,34.0
ITEM456,ORD093,PROD213,1,1655.17,25.72
ITEM457,ORD059,PROD051,5,805.77,25.56
ITEM458,ORD046,PROD079,3,3425.18,5.89
ITEM459,ORD493,PROD167,-2,386.66,38.99
ITEM460,ORD164,PROD073,4,1363.88,94.16
ITEM461,ORD461,PROD062,1,3785.46,58.6
ITEM462,ORD253,PROD261,5,663.9,6.06
ITEM463,ORD238,PROD284,4,241.64,63.35
ITEM464,ORD468,PROD454,1,4821.03,67.51
ITEM465,ORD127,PROD391,5,715.3,56.82
ITEM466,ORD229,PROD043,5,4842.77,37.33
ITEM467,ORD087,PROD401,2,2176.39,91.15
ITEM468,ORD232,PROD022,1,4809.46,62.07
ITEM469,ORD335,PROD498,-2,4674.18,48.22
ITEM470,ORD307,PROD129,4,4227.95,21.28
ITEM471,ORD431,PROD262,3,3722.0,56.31
ITEM472,ORD154,PROD046,4,4169.44,72.51
ITEM473,ORD144,PROD450,4,2573.62,80.21
ITEM474,ORD453,PROD350,3,4900.24,70.78
ITEM475,ORD140,PROD126,3,2353.02,59.95
ITEM476,ORD009,PROD468,2,110.03,47.65
ITEM477,ORD462,PROD005,2,4486.81,70.33
ITEM478,ORD391,PROD202,5,4395.93,65.13
ITEM479,ORD276,PROD016,4,1829.67,81.28
ITEM480,ORD424,PROD308,3,4211.81,81.19
ITEM481,ORD005,PROD064,4,1045.66,0.94
ITEM482,ORD381,PROD011,3,3575.07,19.15
ITEM483,ORD418,PROD315,3,1183.62,98.01
ITEM484,ORD496,PROD186,1,4532.09,70.7
ITEM485,ORD108,PROD004,2,3228.34,11.09
ITEM486,ORD143,PROD292,5,2803.75,65.98
ITEM487,ORD290,PROD345,5,420.27,12.82
ITEM488,ORD034,PROD066,3,4291.85,88.1
ITEM489,ORD374,PROD401,3,3422.1,99.2
ITEM490,ORD355,PROD348,5,3435.33,88.31
ITEM491,ORD002,PROD481,4,4721.06,5.19
ITEM492,ORD481,PROD166,4,2093.69,12.17
ITEM493,ORD266,PROD239,4,3819.21,88.38
ITEM494,ORD115,PROD025,3,2708.81,31.62
ITEM495,ORD201,PROD100,3,2901.92,2.54
ITEM496,ORD378,PROD116,4,4593.28,19.69
ITEM497,ORD169,PROD160,1,573.96,48.0
ITEM498,ORD414,PROD013,5,4681.8,84.05
ITEM499,ORD127,PROD056,4,1769.93,5.44
ITEM500,ORD171,PROD267,2,3901.17,61.96
